page,block_type,character,text,explicit_tone,scene
40,DIALOGUE,ALL STUDENTS,rksgQk dcwy djksA,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,ALL STUDENTS,butts and stamping them.,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,ALL STUDENTS,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,ALL STUDENTS,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,vkg] ;s rks gh&eSu gSA gh&eSuA ;s yksA vjs&vjs],,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,uUgk lk] I;kjk lkA gks gks gks fpduk fpduk,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,piece. Cute and compact.,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,fpdukA,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,offering line-up.,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,bTtr t+ehu is fc[kjh gqbZ Fkh] gkFk lykeh,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,must pay their respects to seniors in their,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,igyh ckj jSUpks dks ns[kkA,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,underwear. This is when we first saw,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,and Raju spot RANCHO. Though laden,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,"with luggage, he walks briskly into the",,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,"corridor, before faltering to a halt.",,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,"him. To his right, a group of freshmen in",,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,their underwear perform pelvic thrusts to,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,a Senior’s instructions.,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,FARHAN,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,pkj vkuk] vkB vkukA,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,"his snazzy briefs, does a James Bond act.",,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,predator.,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,u;k rksgQkA rksgQk rksgQk rksgQk,,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,"rksgQkA ueLrs ljA iSUV mrkfj, vkSj",,"EXT. CORRIDOR, HOSTEL, ICE"
41,DIALOGUE,RAGGING SENIOR,get stamped.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,uke D;k gS rsjk\ cksyA,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,from Rancho’s bag.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,^j.kNksM+nkl L;keynkl N¡kNM*+A,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,‘Ranchhoddas Shamaldas Chanchad’.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,"vks,] lquk HkkbZ;ksa jV~Vk ekj yksA Qkbuy bZ;j",,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,"rd ;kn gks tk,xkA",,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,cramming.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,pyks iSUV mrkj! iSUV mrkjA,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,"vPNk] rks rw ,sls ugha lqusxk\",,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,bottle from his bag and empties the bottle,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,into the pocket of his jeans.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,xhyh iSUV ugha igurs cPpqA py mrkjA py,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,py py----,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,off.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,his hand over his heart and mumbles.,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RAGGING SENIOR,jSUpks,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RANCHO,vky fbt++ osy vky fbt+ osyA,,"EXT. CORRIDOR, HOSTEL, ICE"
42,DIALOGUE,RANCHO,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,jSUpks,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RANCHO,vky fbt+ osy vky fbt+ osyA,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RANCHO,"straighten up, pulling up their pants.",,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,FARHAN,;s D;k cksy jgk gS\,whispers to Raju,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,FARHAN,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,FARHAN,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,";s dksbZ le>k bls! ,ss tSEl ckaM le>k",,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,blsA gw¡!,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,him understand!,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,piss on you.,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,"vks, vaxzst] fgUnh cksyus esa 'keZ vkrh gS\",,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,"in Pondicherry, so little slow in Hindi.",,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,CHATUR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,rks Lyksyh le>k uk blsA tYnh fdldks gSA,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,walks up to Farhan and Raju.,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,jSfxax,,"EXT. CORRIDOR, HOSTEL, ICE"
43,DIALOGUE,RAGGING SENIOR,fQj ls igu fy;k vkius\,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,together a literal translation of the Senior’s,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,threat.,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,prqj,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,CHATUR,oL=k mrkfj;s ughaa rks ;g vki ij ew=kfoltZu,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,CHATUR,djsxkA,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,CHATUR,on you.,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,CHATUR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,",s! fil dks ew=kfoltZu cksyk\",,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,"vcs egkiafMr vk, gS baftfu;fjax i<+usA",,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,of Chatur.,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,"and slips into his room, banging the door",,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,shut. Ragging Senior notices this and,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,runs after him. He starts banging on the,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,door.,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,";s ckgj vk lkys ,s ckgj vkA",,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,calls out threateningly.,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,ckgj vk] ughaa rks ughaa rks eSa rsjs njokts is,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,ew=kfoltZu d:axkA,,"EXT. CORRIDOR, HOSTEL, ICE"
44,DIALOGUE,RAGGING SENIOR,on your door.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,nl rd fxuwaxkA ckgj ughaa vk;k rks rks,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,eSa rks iwjs lesLVj es rsjs njokts is ew=kfoltZu,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,d:axkA,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,semester.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,",d nksA",,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,"eyes rest on the ceiling, he seems to have",,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,found a solution.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,rhu!,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,"rucksack moving towards it. Outside,",,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,curious students pour out of their rooms.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,pkj!,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,again.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxax lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,ik¡p!,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,"chair, unscrews the bulb from the hanging",,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,light and rips out its wire.,,"EXT. CORRIDOR, HOSTEL, ICE"
45,DIALOGUE,RAGGING SENIOR,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,N%!,hanging light was attached to. With his,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,N%!,"teeth, he bites off the plastic from the",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,N%!,ends of the wire.,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,N%!,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,lkr!,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"strategically under a metal spoon, and",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,starts binding the spoon to a wooden,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"ruler. Outside, in desperation, Ragging",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,vkB! ukS!,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,around menacingly. Raju surreptitiously,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"indicates Farhan to him. Inside the room,",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,the wooden ruler.,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,jSfxx lhfu;j,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,nl!,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"the Senior walks to the door, faces it and",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"unzips. Unseen by him, from underneath",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"the door, Rancho slides out the spoon.",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,under the spoon is connected to. The,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,"urine hits the spoon, he gets electrocuted.",,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,pain. The semi-naked group of Freshmen,,"EXT. CORRIDOR, HOSTEL, ICE"
46,DIALOGUE,RAGGING SENIOR,break into delighted laughter.,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,as everyone tries to get out of his way.,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,"had fallen, picks it up and walks back",,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,into his room.,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,door tentatively. Rancho is sprawled on,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,"his bed, fast asleep, not a care in the",,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,RAGGING SENIOR,world.,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,lkYV okVj fbl v xzsV duMDVj vkQ bySfDVªflVhA,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,",V~Fk LVSaMZM fQft+DlA geus i<+k FkkA lkys us",,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,8th-grade-physics. We had studied it. He,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,vIykbZ fd;kA,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,applied it.,,"EXT. CORRIDOR, HOSTEL, ICE"
47,DIALOGUE,FARHAN,vkblhb ds MkbjsDVj dk uke Mk- oh: lgL=kcqðs,,EXT. ICE DAY
47,DIALOGUE,FARHAN,"of ICE. Students called him Virus,",,EXT. ICE DAY
47,DIALOGUE,FARHAN,cqykrs FksA,,EXT. ICE DAY
47,DIALOGUE,FARHAN,computer Virus.,,EXT. ICE DAY
47,DIALOGUE,CONTINUOUS,hostel courtyard and calls out.,,EXT. ICE DAY
47,DIALOGUE,CONTINUOUS,feyhehVj,,EXT. ICE DAY
47,DIALOGUE,CONTINUOUS,vjs okbjl vk jgk gS vaMs ysdsA QLVZ,,EXT. ICE DAY
47,DIALOGUE,MILLIMETER,b;j dks uhps cqyk;k gS tYnh vkvks] tYnh,,EXT. ICE DAY
47,DIALOGUE,MILLIMETER,vkvksA tYnh vkvksA,,EXT. ICE DAY
47,DIALOGUE,MILLIMETER,students are summoned. Come quickly.,,EXT. ICE DAY
48,DIALOGUE,CONTINUOUS,the Director.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,had ever seen.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,of the peon.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,"dksbZ muls ,d dne Hkh vkxs fudy tk;s",,EXT. ICE DAY
48,DIALOGUE,FARHAN,muls cjnk'r ughaa gksrk FkkA,,EXT. ICE DAY
48,DIALOGUE,FARHAN,of him.,,EXT. ICE DAY
48,DIALOGUE,MONTAGE,his hand over the buttons to fasten the,,EXT. ICE DAY
48,DIALOGUE,MONTAGE,velcro beneath them. He hooks a tie onto,,EXT. ICE DAY
48,DIALOGUE,MONTAGE,his collar.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,yxkrs Fks] vkSj VkbZ esa gqdA,,EXT. ICE DAY
48,DIALOGUE,FARHAN,his ties had hooks.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,board with both hands.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,"ekbUM dks ,slk Vªsu fd;k Fkk fd nkasuks gkFkksa",,EXT. ICE DAY
48,DIALOGUE,FARHAN,"ls ,d lkFk fy[k ldrs FksA",,EXT. ICE DAY
48,DIALOGUE,FARHAN,hands simultaneously.,,EXT. ICE DAY
48,DIALOGUE,FARHAN,"pm. A shaving kit is opened, the Director",,EXT. ICE DAY
48,DIALOGUE,FARHAN,lies down on a couch and a needle is placed,,EXT. ICE DAY
48,DIALOGUE,FARHAN,on a gramophone record. Music envelopes,,EXT. ICE DAY
49,DIALOGUE,FARHAN,"the room. The Director’s man-Friday,",,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,"jkst+ nks cts] ,Dt+SDVyh lk<+s lkr feuV dk",,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,ikoj uSi ysrs Fks] vkSj vkSisjk lqurs FksA xksfoUn,,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,"power nap with an opera as lullaby. Govind,",,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,dks bUlVªD'kUl Fks fd lkjs vUizMfDVo dke,,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,"his valet, had instructions to carry out all",,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,tSls 'ksfoax djuk] uk[kwu dkVuk] bUgh lk<+s,,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,"unproductive tasks such as shaving, nail-",,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,lkr feuV esa fd;s tk;saA,,EXT. ICE DAY
49,DIALOGUE,(V.O.) FARHAN,"cutting, etc. during this time.",,EXT. ICE DAY
49,DIALOGUE,ICE CONTINUOUS,"down the corridor, bird nest in hand, as",,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,ICE CONTINUOUS,nervous freshmen rush past him to gather,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,ICE CONTINUOUS,in the courtyard. The Director reaches,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,ICE CONTINUOUS,them and slows down.,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,DIRECTOR,;s D;k gS\,re: nest in his hand,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,DIRECTOR,fdldk\,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,DIRECTOR,prqj,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,CHATUR,lj dks;y cMZ dk usLVA,,"EXT. HOSTEL FOYER CORRIDOR,"
49,DIALOGUE,DIRECTOR,"in the courtyard, where Govind stands",,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,"attentively, next to a pile of cardboard",,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,cartons.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,dks;y viuk ?kkaslyk dHkh ughaa cukrhA oks,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,vius vaMs nwljksa ds ?kkaslys esa j[krh gSA,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,"belated entry, looking like they’ve just",,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,woken up. The Director turns around to,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,face the students.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,vkSj tc mlds cPps bl nqfu;k esa vkrs gaS,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,rks lcls igys D;k djrs gSa\,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,oks cPps nwljs vaMks dks /kDdk ekj ds ?kksalys,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,ls fxjk nsrs gSaA,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,nest.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,drops it. The egg splatters on the ground.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,murder. That’s nature. Compete or die.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,starts getting restless. The Director hands,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,over the nest to Govind.,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,a carton. ICE application forms spill out,,"EXT. HOSTEL FOYER CORRIDOR,"
50,DIALOGUE,DIRECTOR,onto the courtyard fl oor.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,vksj ;s oks vaMs gSa] ftudks /kDdk ekj ds rqe,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,yksx vkblhb esa igq¡psA,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,into ICE.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,adjoining the courtyard.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR MILLIMETER,"yk[k ,Iyhds'kUl vkrh gSa vkSj muesa ls flQZ+",,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR MILLIMETER,a year and only are selected you!,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR MILLIMETER,nks lkS flySDV gksrh gSaA ;wA,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,"vkSj ;s ---fQfu'MA czksdu ,XlA esjs [kqn ds",,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,"csVs us rhu lky ,IykbZ fd;k Fkk---",,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,son he tried for three years.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,sadness.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,"fjt+sDVsM ,sojh VkbZeA fjeSEcj ykbZQ bt+",,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,v jslA vxj rst+ ughaa Hkkxksxs rks dksbZ rqEgsa,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,"is a race. If you don’t run fast, you’ll get",,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,dqpy ds vkxs fudy tk;sxkA,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,trampled.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,pocket and holds it up for the students,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,to see.,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,ysV eh Vsy ;w v oSjh buVªSlfVax LVksjhA ;s,,"EXT. HOSTEL FOYER CORRIDOR,"
51,DIALOGUE,DIRECTOR,",SLVªukWV isu gSA Lisl esa QkmuVsu isu] ckWyisu",,"EXT. HOSTEL FOYER CORRIDOR,"
